ModelFeatName	Chromosome	MidPoint	Strand
8360.m02918	3	17947744	-
8360.m03575	3	21524183	+
8360.m02919	3	17955075	-
8360.m03576	3	21526785	+
8360.m02920	3	17956691	-
8360.m00230	3	1404360	+
8360.m03577	3	21527802	-
8360.m02921	3	17965990	+
8360.m00231	3	1408780	+
8360.m03578	3	21532979	-
8360.m02922	3	17979752	+
8360.m00232	3	1411795	+
8360.m03579	3	21547633	-
8360.m00233	3	1414280	-
8360.m03580	3	21549872	+
8360.m00234	3	1417515	-
8360.m03581	3	21554098	-
8360.m00235	3	1420888	+
8360.m03582	3	21556654	-
8360.m00236	3	1428124	+
8360.m00237	3	1439018	+
8360.m00238	3	1446058	-
8360.m00239	3	1459375	+
8360.m02923	3	17981540	+
8360.m02924	3	17985601	-
8360.m02925	3	17990306	+
8360.m02926	3	17997405	+
8360.m03583	3	21564380	+
8360.m02927	3	17999994	+
8360.m03584	3	21567401	-
8360.m02928	3	18005004	+
8360.m03585	3	21575996	+
8360.m02929	3	18008096	+
8360.m03586	3	21582105	-
8360.m02930	3	18013471	+
8360.m00240	3	1464781	+
8360.m03587	3	21593308	+
8360.m02931	3	18020086	-
8360.m00241	3	1468172	-
8360.m03588	3	21599520	-
8360.m02932	3	18024540	-
8360.m00242	3	1476371	-
8360.m03589	3	21605781	-
8360.m00243	3	1481707	-
8360.m03590	3	21609503	-
8360.m00244	3	1485378	-
8360.m03591	3	21623111	+
8360.m00245	3	1488653	+
8360.m03592	3	21629020	-
8360.m00246	3	1491638	+
8360.m00247	3	1495680	-
8360.m00248	3	1501752	-
8360.m00249	3	1505895	-
8360.m02933	3	18029610	-
8360.m02934	3	18039548	+
8360.m02935	3	18043289	+
8360.m02936	3	18045205	-
8360.m03593	3	21644152	+
8360.m02937	3	18048925	+
8360.m03594	3	21647618	-
8360.m02938	3	18051877	+
8360.m03595	3	21653438	-
8360.m03596	3	21659563	-
8360.m02940	3	18065825	+
8360.m00250	3	1510749	-
8360.m03597	3	21663861	-
8360.m02941	3	18074574	-
8360.m00251	3	1532304	+
8360.m03598	3	21668852	-
8360.m02942	3	18080984	+
8360.m00252	3	1536368	-
8360.m03599	3	21671513	-
8360.m00253	3	1543265	+
8360.m03600	3	21676411	+
8360.m00254	3	1545689	+
8360.m03601	3	21680647	-
8360.m00255	3	1551596	-
8360.m03602	3	21686894	+
8360.m00256	3	1559792	+
8360.m00257	3	1568892	-
8360.m00259	3	1588342	-
8360.m02943	3	18085631	+
8360.m02944	3	18089184	-
8360.m02945	3	18093679	-
8360.m02946	3	18106060	+
8360.m02947	3	18112329	-
8360.m02949	3	18125240	-
8360.m02950	3	18132602	-
8360.m00260	3	1590516	-
8360.m02951	3	18139493	-
8360.m00261	3	1594027	-
8360.m02952	3	18145720	-
8360.m00262	3	1607627	+
8360.m00263	3	1610766	-
8360.m00264	3	1614807	+
8360.m00265	3	1623107	+
8360.m00266	3	1626652	-
8360.m00267	3	1637150	-
8360.m00268	3	1643468	+
8360.m00269	3	1648261	-
8360.m02953	3	18150058	+
8360.m02954	3	18154419	-
8360.m02955	3	18157365	+
8360.m02956	3	18159440	+
8360.m02957	3	18169345	-
8360.m02958	3	18175765	-
8360.m02959	3	18178119	+
8360.m02960	3	18182576	-
8360.m00270	3	1649655	+
8360.m02961	3	18186174	-
8360.m00271	3	1650912	-
8360.m02962	3	18189758	-
8360.m00272	3	1655003	-
8360.m00273	3	1668940	-
8360.m00274	3	1680124	-
8360.m00275	3	1686797	+
8360.m00276	3	1691801	-
8360.m00277	3	1694459	+
8360.m00278	3	1697641	+
8360.m00279	3	1703810	-
8360.m05507	3	33266818	-
8360.m05508	3	33270811	-
8360.m05509	3	33284148	+
8360.m05510	3	33288739	-
8360.m05511	3	33291290	+
8360.m05512	3	33294542	-
8360.m05513	3	33302418	+
8360.m05514	3	33307917	-
8360.m05515	3	33314063	-
8360.m05516	3	33321240	-
8360.m02963	3	18192229	-
8360.m02964	3	18198890	+
8360.m02965	3	18203052	-
8360.m02966	3	18206428	+
8360.m02967	3	18207855	-
8360.m02968	3	18210136	+
8360.m02969	3	18212364	+
8360.m02970	3	18217026	-
8360.m00280	3	1710294	-
8360.m02971	3	18219580	-
8360.m00281	3	1713386	-
8360.m02972	3	18224657	-
8360.m00282	3	1722644	-
8360.m00283	3	1734259	+
8360.m00284	3	1747621	+
8360.m00285	3	1753931	+
8360.m00286	3	1758722	-
8360.m00287	3	1768285	-
8360.m00288	3	1773741	-
8360.m00289	3	1781425	-
8360.m05517	3	33325762	+
8360.m05518	3	33328137	-
8360.m05519	3	33332339	+
8360.m05520	3	33336664	-
8360.m05521	3	33344214	+
8360.m05522	3	33348407	-
8360.m05523	3	33352489	-
8360.m05524	3	33358178	-
8360.m05525	3	33362895	-
8360.m05526	3	33366082	-
8360.m02973	3	18229870	-
8360.m02974	3	18231664	-
8360.m02975	3	18249933	-
8360.m02976	3	18254615	+
8360.m02977	3	18258804	+
8360.m02978	3	18267508	-
8360.m02979	3	18273841	+
8360.m02980	3	18283627	+
8360.m00290	3	1784832	+
8360.m02981	3	18297850	-
8360.m00291	3	1788588	+
8360.m02982	3	18308646	+
8360.m00292	3	1792113	+
8360.m00293	3	1793338	-
8360.m00294	3	1795645	+
8360.m00295	3	1797936	-
8360.m00296	3	1803719	+
8360.m00297	3	1807101	-
8360.m00298	3	1811782	+
8360.m00299	3	1817957	-
8360.m05527	3	33371038	-
8360.m05528	3	33375764	+
8360.m05529	3	33379536	-
8360.m05530	3	33387571	+
8360.m05531	3	33394883	-
8360.m05532	3	33397477	+
8360.m05533	3	33402782	+
8360.m05534	3	33404801	+
8360.m05535	3	33411305	+
8360.m05536	3	33417604	+
8360.m02983	3	18311333	+
8360.m02984	3	18314769	+
8360.m02985	3	18318745	-
8360.m02986	3	18320754	+
8360.m02987	3	18325239	+
8360.m02988	3	18326736	+
8360.m02989	3	18334968	+
8360.m02990	3	18343087	-
8360.m02991	3	18347251	+
8360.m02992	3	18349135	-
8360.m05537	3	33423674	+
8360.m05538	3	33427146	-
8360.m05539	3	33429805	+
8360.m05540	3	33433025	-
8360.m05541	3	33437456	-
8360.m05542	3	33440592	-
8360.m05544	3	33445688	-
8360.m05545	3	33450232	+
8360.m05546	3	33455333	-
8360.m02993	3	18357176	-
8360.m02994	3	18362094	-
8360.m02995	3	18370566	+
8360.m02996	3	18372359	-
8360.m02997	3	18375656	+
8360.m02998	3	18377342	+
8360.m02999	3	18380789	+
8360.m03000	3	18383556	+
8360.m03002	3	18389299	-
8360.m05548	3	33460461	+
8360.m05549	3	33465135	-
8360.m05550	3	33470639	-
8360.m02200	3	13620511	-
8360.m05551	3	33472596	-
8360.m02201	3	13628344	-
8360.m05552	3	33475911	-
8360.m02202	3	13634494	-
8360.m05553	3	33479504	-
8360.m02203	3	13643855	+
8360.m05554	3	33483200	+
8360.m02204	3	13649183	-
8360.m05555	3	33484754	+
8360.m02205	3	13655500	+
8360.m05556	3	33489428	-
8360.m02206	3	13660628	-
8360.m02207	3	13669137	+
8360.m02208	3	13680917	+
8360.m02209	3	13687252	-
8360.m05557	3	33492638	-
8360.m05558	3	33497057	-
8360.m05559	3	33502601	-
8360.m05560	3	33510107	-
8360.m02210	3	13691661	+
8360.m05561	3	33514235	-
8360.m02211	3	13698189	-
8360.m05562	3	33517004	-
8360.m02212	3	13706253	-
8360.m05563	3	33523889	+
8360.m02213	3	13720110	-
8360.m05564	3	33527733	-
8360.m02214	3	13725516	-
8360.m05565	3	33532535	+
8360.m02215	3	13729010	+
8360.m05566	3	33539002	+
8360.m02216	3	13735406	-
8360.m02217	3	13741980	+
8360.m02218	3	13745813	+
8360.m02219	3	13753067	+
8360.m04904	3	29914075	-
8360.m04905	3	29917075	-
8360.m04906	3	29921276	+
8360.m05567	3	33541865	+
8360.m04907	3	29924773	+
8360.m05568	3	33543687	-
8360.m04908	3	29929978	-
8360.m04909	3	29938400	+
8360.m05570	3	33546394	+
8360.m04910	3	29946429	-
8360.m02220	3	13757343	-
8360.m05571	3	33553540	+
8360.m04911	3	29956942	-
8360.m02221	3	13763252	-
8360.m05572	3	33559171	+
8360.m04912	3	29969053	+
8360.m02222	3	13767974	-
8360.m05573	3	33561860	+
8360.m02223	3	13771216	-
8360.m05574	3	33564801	+
8360.m02224	3	13773965	-
8360.m05575	3	33568447	+
8360.m02225	3	13777284	-
8360.m05576	3	33572586	-
8360.m02226	3	13781598	+
8360.m02227	3	13786891	+
8360.m02228	3	13791866	+
8360.m02229	3	13796814	+
8360.m04913	3	29977300	+
8360.m04914	3	29981244	-
8360.m04915	3	29999510	+
8360.m04916	3	30010901	+
8360.m05577	3	33576580	-
8360.m04917	3	30013885	+
8360.m05578	3	33581020	+
8360.m04918	3	30018424	+
8360.m05579	3	33587571	+
8360.m05580	3	33595875	+
8360.m04920	3	30021982	-
8360.m02230	3	13802935	-
8360.m05581	3	33606328	+
8360.m04921	3	30025984	+
8360.m02231	3	13809809	+
8360.m05582	3	33612621	-
8360.m04922	3	30033403	+
8360.m02232	3	13818493	-
8360.m05583	3	33621904	+
8360.m02233	3	13820435	-
8360.m05584	3	33624655	+
8360.m02234	3	13824859	+
8360.m02235	3	13838474	+
8360.m05586	3	33631693	-
8360.m02236	3	13844317	-
8360.m02237	3	13852919	-
8360.m02238	3	13862724	+
8360.m02239	3	13865921	+
8360.m04923	3	30037080	-
8360.m04924	3	30045660	+
8360.m04925	3	30059074	+
8360.m04926	3	30064561	+
8360.m05587	3	33641093	+
8360.m04927	3	30071161	+
8360.m05588	3	33648958	+
8360.m04928	3	30075730	+
8360.m05589	3	33652939	-
8360.m04929	3	30078450	-
8360.m05590	3	33661817	+
8360.m04930	3	30083325	+
8360.m02240	3	13871103	+
8360.m05591	3	33665076	-
8360.m04931	3	30086530	-
8360.m02241	3	13875131	-
8360.m05592	3	33668891	+
8360.m04932	3	30090348	+
8360.m02242	3	13877275	+
8360.m05593	3	33673155	+
8360.m02243	3	13883702	-
8360.m05594	3	33676483	-
8360.m02244	3	13894730	+
8360.m05595	3	33683156	-
8360.m02245	3	13899593	+
8360.m05596	3	33689989	+
8360.m02246	3	13902370	+
8360.m02247	3	13905306	-
8360.m02248	3	13911881	-
8360.m02249	3	13920212	+
8360.m04933	3	30092270	-
8360.m04934	3	30094736	-
8360.m04935	3	30099662	-
8360.m04936	3	30101987	+
8360.m05597	3	33692860	-
8360.m04937	3	30110609	-
8360.m05598	3	33702731	+
8360.m04938	3	30118607	+
8360.m05599	3	33707572	-
8360.m04939	3	30123235	+
8360.m05600	3	33712604	-
8360.m04940	3	30126911	+
8360.m02250	3	13923790	+
8360.m05601	3	33718899	+
8360.m02251	3	13925825	+
8360.m05602	3	33725006	-
8360.m04942	3	30132902	-
8360.m02252	3	13926909	+
8360.m05603	3	33730179	-
8360.m02253	3	13933629	-
8360.m05604	3	33734197	+
8360.m02254	3	13942954	-
8360.m05605	3	33739993	+
8360.m02255	3	13952029	+
8360.m05606	3	33744134	-
8360.m02256	3	13956784	+
8360.m02257	3	13961130	-
8360.m02258	3	13963450	-
8360.m02259	3	13980569	+
8360.m04943	3	30139241	-
8360.m04944	3	30148786	+
8360.m04945	3	30153486	+
8360.m04946	3	30159708	+
8360.m01600	3	9745765	-
8360.m04947	3	30161597	-
8360.m01601	3	9749726	+
8360.m04948	3	30165222	-
8360.m01602	3	9755881	+
8360.m04949	3	30170793	+
8360.m01603	3	9761695	-
8360.m04950	3	30177686	+
8360.m02260	3	13985598	-
8360.m01604	3	9765744	+
8360.m02261	3	13987437	-
8360.m01605	3	9771629	+
8360.m04952	3	30184413	+
8360.m02262	3	13993682	+
8360.m01606	3	9778996	-
8360.m02263	3	13999876	+
8360.m01607	3	9782516	+
8360.m02264	3	14005094	-
8360.m01608	3	9787608	+
8360.m02265	3	14017933	-
8360.m01609	3	9792246	+
8360.m02266	3	14025683	+
8360.m02267	3	14042893	+
8360.m02268	3	14047795	+
8360.m02269	3	14054185	-
8360.m04953	3	30189582	+
8360.m04954	3	30193768	+
8360.m04955	3	30213080	+
8360.m01610	3	9804282	+
8360.m04957	3	30215151	+
8360.m01611	3	9808408	-
8360.m04958	3	30219916	+
8360.m01612	3	9814083	-
8360.m04959	3	30226896	-
8360.m01613	3	9820032	+
8360.m04960	3	30231333	+
8360.m02270	3	14055986	-
8360.m01614	3	9825451	+
8360.m04961	3	30237171	-
8360.m02271	3	14058355	+
8360.m01615	3	9833675	+
8360.m04962	3	30246918	+
8360.m02272	3	14064477	-
8360.m01616	3	9836568	-
8360.m02273	3	14070231	-
8360.m01617	3	9838900	-
8360.m02274	3	14074905	-
8360.m01618	3	9850289	-
8360.m02275	3	14080350	+
8360.m01619	3	9855811	+
8360.m02276	3	14082337	-
8360.m02277	3	14084314	-
8360.m02278	3	14087279	+
8360.m02279	3	14094689	+
8360.m04963	3	30259879	-
8360.m04964	3	30266094	+
8360.m04965	3	30276776	+
8360.m04966	3	30284361	-
8360.m01620	3	9859519	-
8360.m04967	3	30297287	+
8360.m01621	3	9865036	-
8360.m04968	3	30301654	+
8360.m01622	3	9876168	-
8360.m04969	3	30304758	-
8360.m01623	3	9881310	-
8360.m04970	3	30309758	+
8360.m02280	3	14097496	-
8360.m01624	3	9889102	+
8360.m04971	3	30313199	-
8360.m02281	3	14099808	-
8360.m01625	3	9896549	+
8360.m04972	3	30316985	-
8360.m02282	3	14106762	+
8360.m01626	3	9908873	+
8360.m02283	3	14108060	+
8360.m01627	3	9913439	-
8360.m02284	3	14109665	-
8360.m01628	3	9917092	+
8360.m02285	3	14111098	+
8360.m01629	3	9920256	-
8360.m02286	3	14116266	+
8360.m02287	3	14124819	-
8360.m02288	3	14128129	+
8360.m02289	3	14131018	+
8360.m04973	3	30319617	-
8360.m04974	3	30327003	-
8360.m04975	3	30337387	+
8360.m04976	3	30341405	+
8360.m01630	3	9924948	+
8360.m04977	3	30346829	+
8360.m01631	3	9934353	+
8360.m04978	3	30350970	-
8360.m01632	3	9939657	+
8360.m04980	3	30357298	-
8360.m01633	3	9943146	+
8360.m04981	3	30367828	-
8360.m02290	3	14142213	+
8360.m04982	3	30373718	+
8360.m02291	3	14152696	+
8360.m01635	3	9951538	-
8360.m02292	3	14156332	+
8360.m01636	3	9956272	+
8360.m04983	3	30377428	+
8360.m02293	3	14166062	+
8360.m01637	3	9960537	+
8360.m02294	3	14173916	+
8360.m01638	3	9962650	-
8360.m02295	3	14176946	-
8360.m01639	3	9969173	+
8360.m02296	3	14189017	+
8360.m02297	3	14191590	-
8360.m02298	3	14195056	+
8360.m02299	3	14199668	-
8360.m04984	3	30379623	+
8360.m04985	3	30382435	+
8360.m04986	3	30387222	-
8360.m04987	3	30397546	-
8360.m01640	3	9976392	+
8360.m04988	3	30401135	-
8360.m01641	3	9983806	+
8360.m04989	3	30407240	+
8360.m01642	3	9985790	+
8360.m04990	3	30409957	-
8360.m01643	3	9988188	+
8360.m04991	3	30413240	+
8360.m01644	3	9999794	-
8360.m01645	3	10003451	-
8360.m04992	3	30418473	+
8360.m01646	3	10005883	+
8360.m04993	3	30424805	+
8360.m01647	3	10017990	+
8360.m01648	3	10027103	-
8360.m01649	3	10038946	-
8360.m04994	3	30438525	+
8360.m04995	3	30441620	-
8360.m04996	3	30445550	+
8360.m04997	3	30448604	-
8360.m01650	3	10043648	-
8360.m04998	3	30464007	-
8360.m01651	3	10054992	-
8360.m04999	3	30467847	-
8360.m01652	3	10064118	-
8360.m05000	3	30471056	+
8360.m01653	3	10068638	+
8360.m01654	3	10080002	+
8360.m05001	3	30477829	+
8360.m01655	3	10084210	-
8360.m05002	3	30480557	-
8360.m01656	3	10112419	+
8360.m05003	3	30484031	-
8360.m01657	3	10126048	+
8360.m01658	3	10134764	+
8360.m01659	3	10147768	+
8360.m04203	3	25624998	-
8360.m04204	3	25628973	+
8360.m04205	3	25634183	+
8360.m04206	3	25639489	-
8360.m04207	3	25641705	+
8360.m04208	3	25643182	-
8360.m04209	3	25651427	+
8360.m04210	3	25656654	+
8360.m04211	3	25662733	-
8360.m04212	3	25670002	+
8360.m01660	3	10150732	-
8360.m01661	3	10158868	-
8360.m01662	3	10169182	+
8360.m01663	3	10175293	+
8360.m01664	3	10180979	-
8360.m01665	3	10190664	+
8360.m01666	3	10192724	-
8360.m01667	3	10195694	-
8360.m01668	3	10203358	-
8360.m01669	3	10212724	+
8360.m04213	3	25673879	-
8360.m04214	3	25677671	+
8360.m04215	3	25682037	-
8360.m04216	3	25685618	-
8360.m04217	3	25688155	+
8360.m04218	3	25691292	-
8360.m04219	3	25696850	+
8360.m04220	3	25700799	-
8360.m04221	3	25703191	-
8360.m04222	3	25705213	-
8360.m01670	3	10214891	-
8360.m01671	3	10218200	+
8360.m01672	3	10226186	+
8360.m01673	3	10233271	-
8360.m01674	3	10236938	+
8360.m01675	3	10239165	+
8360.m01676	3	10243324	-
8360.m01677	3	10250648	+
8360.m01678	3	10255776	-
8360.m01679	3	10264714	-
8360.m04223	3	25707914	+
8360.m04224	3	25718394	+
8360.m04225	3	25745263	+
8360.m04226	3	25747853	+
8360.m04227	3	25751110	+
8360.m04228	3	25756568	+
8360.m04229	3	25761347	+
8360.m04230	3	25762359	+
8360.m04231	3	25765812	+
8360.m04232	3	25770741	+
8360.m01680	3	10274585	+
8360.m01681	3	10277306	-
8360.m01682	3	10284270	-
8360.m01683	3	10287256	+
8360.m01684	3	10296537	-
8360.m01685	3	10310389	+
8360.m01686	3	10318301	-
8360.m01687	3	10320791	-
8360.m01688	3	10322389	-
8360.m01689	3	10325870	-
8360.m04233	3	25774079	-
8360.m04234	3	25782509	-
8360.m04235	3	25785655	+
8360.m04236	3	25788641	-
8360.m04237	3	25790767	-
8360.m04238	3	25799029	+
8360.m04239	3	25817682	+
8360.m04240	3	25823304	-
8360.m04241	3	25836882	+
8360.m04242	3	25847833	+
8360.m01690	3	10329262	+
8360.m01691	3	10336105	+
8360.m01692	3	10339785	+
8360.m01693	3	10342119	+
8360.m01694	3	10345850	+
8360.m01695	3	10351090	+
8360.m01696	3	10353987	-
8360.m01697	3	10356435	+
8360.m01698	3	10360683	+
8360.m01699	3	10364314	-
8360.m04243	3	25853237	-
8360.m04244	3	25863711	+
8360.m04245	3	25873190	+
8360.m04246	3	25879160	-
8360.m04247	3	25884721	+
8360.m04248	3	25897156	+
8360.m04249	3	25906553	+
8360.m04250	3	25917959	+
8360.m04251	3	25927775	+
8360.m04252	3	25933792	-
8360.m04253	3	25940765	-
8360.m04255	3	25963606	-
8360.m04256	3	25978081	+
8360.m04257	3	25995336	-
8360.m04258	3	26003195	+
8360.m04260	3	26009290	-
8360.m04261	3	26018026	-
8360.m04262	3	26026077	-
8360.m03603	3	21692768	-
8360.m03604	3	21700961	-
8360.m03605	3	21710366	-
8360.m03606	3	21712932	+
8360.m04263	3	26038855	-
8360.m03607	3	21724716	-
8360.m04264	3	26053030	-
8360.m03608	3	21733561	-
8360.m04265	3	26065529	+
8360.m03609	3	21734566	-
8360.m04266	3	26085688	-
8360.m03610	3	21735844	+
8360.m04267	3	26090777	+
8360.m03611	3	21737741	+
8360.m04268	3	26095991	-
8360.m03612	3	21741192	+
8360.m04269	3	26101081	+
8360.m04270	3	26103139	-
8360.m04271	3	26109927	-
8360.m04272	3	26114605	+
8360.m03613	3	21746351	-
8360.m03614	3	21751456	+
8360.m03615	3	21754332	+
8360.m03616	3	21756787	+
8360.m04273	3	26118544	-
8360.m03617	3	21763868	-
8360.m04274	3	26126577	+
8360.m03618	3	21768060	-
8360.m04275	3	26135586	+
8360.m03619	3	21772753	-
8360.m04276	3	26142381	-
8360.m04277	3	26153318	-
8360.m03621	3	21777086	+
8360.m04278	3	26160943	-
8360.m03622	3	21786469	-
8360.m04279	3	26165878	+
8360.m04280	3	26172395	+
8360.m04281	3	26180199	+
8360.m04282	3	26183313	-
8360.m03623	3	21804498	-
8360.m03624	3	21810924	-
8360.m03625	3	21822698	-
8360.m03626	3	21824954	-
8360.m04283	3	26184623	+
8360.m03627	3	21830786	-
8360.m04284	3	26192589	+
8360.m03628	3	21842545	+
8360.m04285	3	26196617	+
8360.m03629	3	21850486	+
8360.m04286	3	26217472	+
8360.m03630	3	21859808	+
8360.m04287	3	26221411	+
8360.m03631	3	21867495	+
8360.m04288	3	26226359	-
8360.m03632	3	21870578	+
8360.m04289	3	26230144	-
8360.m04290	3	26240359	+
8360.m04291	3	26244667	+
8360.m04292	3	26246243	-
8360.m03633	3	21873669	-
8360.m03634	3	21878556	-
8360.m03635	3	21883490	-
8360.m03636	3	21900627	+
8360.m04293	3	26250152	-
8360.m03637	3	21903732	-
8360.m04294	3	26260568	-
8360.m03638	3	21910118	+
8360.m04295	3	26276175	-
8360.m03639	3	21913340	-
8360.m04296	3	26284616	+
8360.m03640	3	21927952	+
8360.m04297	3	26290290	+
8360.m03641	3	21937400	+
8360.m04298	3	26295964	-
8360.m03642	3	21945360	+
8360.m04299	3	26314033	-
8360.m04300	3	26321146	-
8360.m04301	3	26324921	-
8360.m04302	3	26327752	-
8360.m03643	3	21948377	-
8360.m03644	3	21950143	+
8360.m03645	3	21952531	-
8360.m03646	3	21954956	+
8360.m00300	3	1825011	+
8360.m03647	3	21958342	+
8360.m03648	3	21960623	+
8360.m00302	3	1835691	+
8360.m03649	3	21965682	-
8360.m00303	3	1841457	+
8360.m03650	3	21978860	+
8360.m00304	3	1843797	-
8360.m03651	3	21982866	-
8360.m00305	3	1851509	+
8360.m03652	3	21994320	+
8360.m00306	3	1853641	-
8360.m00307	3	1856327	+
8360.m00308	3	1860625	+
8360.m00309	3	1863570	-
8360.m03653	3	21999917	+
8360.m03654	3	22005605	+
8360.m03655	3	22014394	+
8360.m03656	3	22021836	-
8360.m00310	3	1867852	-
8360.m03657	3	22032234	-
8360.m00311	3	1875346	-
8360.m03658	3	22036413	+
8360.m00312	3	1881005	-
8360.m03659	3	22041983	-
8360.m00313	3	1890593	+
8360.m03660	3	22047132	+
8360.m00314	3	1894044	-
8360.m03661	3	22048344	-
8360.m00315	3	1898767	+
8360.m03662	3	22050253	+
8360.m00316	3	1901418	-
8360.m00317	3	1909684	+
8360.m00318	3	1917218	+
8360.m00319	3	1919492	-
8360.m03663	3	22056667	-
8360.m03664	3	22069799	+
8360.m03665	3	22078267	+
8360.m03666	3	22082570	-
8360.m00320	3	1926894	+
8360.m03667	3	22086368	+
8360.m00321	3	1929442	-
8360.m03668	3	22101614	-
8360.m00322	3	1933416	-
8360.m03669	3	22108735	-
8360.m00323	3	1935842	-
8360.m03670	3	22112634	+
8360.m00324	3	1938891	-
8360.m03671	3	22114986	+
8360.m00325	3	1941259	-
8360.m03672	3	22120158	+
8360.m00326	3	1945807	-
8360.m00327	3	1958468	-
8360.m00328	3	1964908	-
8360.m00329	3	1973137	-
8360.m03673	3	22127076	-
8360.m03674	3	22128485	-
8360.m03675	3	22136896	-
8360.m03676	3	22142311	+
8360.m00330	3	1977633	+
8360.m03677	3	22157451	+
8360.m00331	3	1984344	+
8360.m03678	3	22162307	-
8360.m00332	3	1988876	-
8360.m03679	3	22169351	-
8360.m00333	3	1993088	-
8360.m03680	3	22176845	-
8360.m00334	3	1994853	+
8360.m03681	3	22184844	+
8360.m00335	3	1995649	+
8360.m03682	3	22187139	-
8360.m00336	3	1997599	-
8360.m00337	3	2000915	-
8360.m00338	3	2010725	-
8360.m00339	3	2021956	-
8360.m03683	3	22189828	+
8360.m03684	3	22198274	-
8360.m03685	3	22207113	+
8360.m03686	3	22212982	+
8360.m00340	3	2039275	+
8360.m03687	3	22218073	-
8360.m00341	3	2044154	-
8360.m03688	3	22225012	+
8360.m00342	3	2051719	+
8360.m03689	3	22235349	+
8360.m00343	3	2058283	-
8360.m03690	3	22240051	+
8360.m00344	3	2071848	+
8360.m03691	3	22245736	-
8360.m00345	3	2079385	-
8360.m03692	3	22248901	-
8360.m00346	3	2081950	+
8360.m00347	3	2089042	-
8360.m00348	3	2097805	+
8360.m00349	3	2099640	+
8360.m03693	3	22252299	-
8360.m03694	3	22254167	+
8360.m03695	3	22263838	+
8360.m03696	3	22268417	+
8360.m00350	3	2106366	+
8360.m03697	3	22273804	-
8360.m00351	3	2109514	-
8360.m03698	3	22276040	-
8360.m00352	3	2116223	-
8360.m03699	3	22282374	-
8360.m00353	3	2122225	+
8360.m03700	3	22288383	+
8360.m00354	3	2125781	+
8360.m03701	3	22295974	-
8360.m03702	3	22325167	+
8360.m00356	3	2130523	-
8360.m00357	3	2136904	+
8360.m00358	3	2143129	-
8360.m00359	3	2152866	+
8360.m00360	3	2161241	+
8360.m00361	3	2182361	+
8360.m00362	3	2194407	+
8360.m00363	3	2201488	-
8360.m00364	3	2205973	+
8360.m00365	3	2208934	-
8360.m00366	3	2223412	+
8360.m00367	3	2231557	+
8360.m00368	3	2235696	+
8360.m00369	3	2238343	-
8360.m00370	3	2244183	+
8360.m00371	3	2247568	+
8360.m00372	3	2252494	-
8360.m00373	3	2256412	+
8360.m00374	3	2258866	-
8360.m00375	3	2261999	+
8360.m00376	3	2265099	-
8360.m00377	3	2268498	-
8360.m00378	3	2273614	+
8360.m00379	3	2280276	+
8360.m05607	3	33749306	+
8360.m05608	3	33752075	-
8360.m05609	3	33754277	-
8360.m05610	3	33756842	+
8360.m05611	3	33762289	+
8360.m05612	3	33768357	+
8360.m05613	3	33772894	-
8360.m05614	3	33777880	+
8360.m05616	3	33782739	+
8360.m00380	3	2286479	+
8360.m00381	3	2295829	+
8360.m00382	3	2303492	+
8360.m00383	3	2312937	+
8360.m00384	3	2320971	+
8360.m00385	3	2324421	-
8360.m00386	3	2339703	+
8360.m00387	3	2353059	+
8360.m00388	3	2358492	-
8360.m00389	3	2364193	-
8360.m05617	3	33789145	-
8360.m05618	3	33796767	+
8360.m05619	3	33806133	-
8360.m05620	3	33810321	+
8360.m05621	3	33816179	+
8360.m05622	3	33819121	+
8360.m05623	3	33822306	+
8360.m05624	3	33824085	+
8360.m05625	3	33826099	-
8360.m05626	3	33831650	+
8360.m00390	3	2370782	+
8360.m00391	3	2380439	-
8360.m00392	3	2386180	-
8360.m00393	3	2393370	+
8360.m00394	3	2399491	+
8360.m00395	3	2405297	+
8360.m00396	3	2409164	-
8360.m00397	3	2422696	+
8360.m00398	3	2431626	+
8360.m05627	3	33837200	-
8360.m05628	3	33844102	+
8360.m05629	3	33856130	+
8360.m05630	3	33858572	+
8360.m05631	3	33859699	-
8360.m05632	3	33868008	+
