PubLocus	Chromosome	Class	MidPoint	Strand	Pseudo	Curated	GeneLen	ProLength	CDSLen	Iso	Exon	CDS	GS5	GS3
At5g34686	5	annotated_genes	12958584	+	1	0	1158	0	0	0	1	1	12958006 	12959163 	
At5g34696	5	annotated_genes	12960962	-	1	0	1659	0	0	0	1	1	12961791 	12960133 	
At5g34707	5	annotated_genes	12963971	-	1	0	1449	0	0	0	1	1	12964695 	12963247 	
At5g39030	5	annotated_genes	15638506	+	0	0	2421	0	0	0	1	1	15637296 	15639716 	
At5g34728	5	annotated_genes	12966493	-	1	0	2178	0	0	0	1	1	12967582 	12965405 	
At5g39040	5	annotated_genes	15644960	+	0	0	4143	0	0	0	17	17	15642889 	15647031 	
At5g34749	5	annotated_genes	12968957	+	1	0	1332	0	0	0	1	1	12968292 	12969623 	
At5g39050	5	annotated_genes	15652554	+	0	0	1479	0	0	0	1	1	15651815 	15653293 	
At5g34770	5	annotated_genes	12975175	+	1	0	4452	0	0	0	1	1	12972950 	12977401 	
At5g39060	5	annotated_genes	15654789	-	1	0	1897	0	0	0	1	1	15655737 	15653841 	
At5g34780	5	annotated_genes	12980017	-	0	0	2211	0	0	0	8	8	12981122 	12978912 	
At5g39070	5	annotated_genes	15657649	-	1	0	737	0	0	0	1	1	15658017 	15657281 	
At5g34790	5	annotated_genes	12984347	+	1	0	2076	0	0	0	1	1	12983310 	12985385 	
At5g10020	5	annotated_genes	3135252	+	0	0	3982	0	0	0	3	3	3133262 	3137243 	
At5g39080	5	annotated_genes	15659637	+	0	0	1504	0	0	0	1	1	15658886 	15660389 	
At5g34795	5	annotated_genes	12987351	+	1	0	1431	0	0	0	1	1	12986636 	12988066 	
At5g10030	5	annotated_genes	3138794	-	0	0	2917	0	0	0	9	8	3140252 	3137336 	
At5g39090	5	annotated_genes	15661587	+	0	0	1514	0	0	0	1	1	15660831 	15662344 	
At5g10040	5	annotated_genes	3143941	+	0	0	435	0	0	0	1	1	3143724 	3144158 	
At5g39095	5	annotated_genes	15665795	-	1	0	4434	0	0	0	1	1	15668012 	15663579 	
At5g10050	5	annotated_genes	3144966	+	0	0	1531	0	0	0	3	3	3144201 	3145731 	
At5g39100	5	annotated_genes	15670783	-	0	0	931	0	0	0	2	1	15671248 	15670318 	
At5g10060	5	annotated_genes	3147065	-	0	0	2631	0	0	0	7	7	3148380 	3145750 	
At5g39110	5	annotated_genes	15675421	-	0	0	783	0	0	0	2	2	15675812 	15675030 	
At5g10070	5	annotated_genes	3149479	-	0	0	1911	0	0	1	10	10	3150434 	3148524 	
At5g10080	5	annotated_genes	3152112	+	0	0	2538	0	0	0	9	9	3150844 	3153381 	
At5g10090	5	annotated_genes	3154734	-	0	0	2024	0	0	0	4	4	3155746 	3153723 	
At5g10100	5	annotated_genes	3159213	+	0	0	2466	0	0	0	11	11	3157981 	3160446 	
At5g34800	5	annotated_genes	12989392	+	1	0	2037	0	0	0	1	1	12988374 	12990410 	
At5g34810	5	annotated_genes	12992337	+	1	0	663	0	0	0	1	1	12992006 	12992668 	
At5g34820	5	annotated_genes	12994209	-	0	0	660	0	0	0	1	1	12994539 	12993880 	
At5g34825	5	annotated_genes	12997774	-	1	0	1866	0	0	0	1	1	12998707 	12996842 	
At5g04390	5	annotated_genes	1239809	+	0	0	1418	0	0	0	1	1	1239101 	1240518 	
At5g04400	5	annotated_genes	1242457	+	0	0	1804	0	0	0	4	4	1241556 	1243359 	
At5g34830	5	annotated_genes	12999301	+	0	0	853	0	0	0	4	4	12998875 	12999727 	
At5g04410	5	annotated_genes	1245387	+	0	0	3257	0	0	0	6	6	1243759 	1247015 	
At5g34831	5	annotated_genes	13000911	+	1	0	879	0	0	0	1	1	13000472 	13001350 	
At5g04420	5	annotated_genes	1247938	-	0	0	3806	0	0	0	14	13	1249841 	1246036 	
At5g10110	5	annotated_genes	3167371	-	0	0	1854	0	0	0	5	4	3168298 	3166445 	
At5g10120	5	annotated_genes	3170440	+	0	0	1416	0	0	0	1	1	3169733 	3171148 	
At5g34832	5	annotated_genes	13002280	+	1	0	621	0	0	0	1	1	13001970 	13002590 	
At5g04430	5	annotated_genes	1252043	-	0	0	3583	0	0	1	9	8	1253834 	1250252 	
At5g10130	5	annotated_genes	3171990	-	0	0	878	0	0	0	2	2	3172429 	3171552 	
At5g10140	5	annotated_genes	3176473	-	0	0	5952	0	0	0	7	7	3179449 	3173498 	
At5g04440	5	annotated_genes	1255951	+	0	0	2006	0	0	0	6	6	1254949 	1256954 	
At5g10150	5	annotated_genes	3182952	-	0	0	1829	0	0	0	5	5	3183866 	3182038 	
At5g10160	5	annotated_genes	3186675	+	0	0	1858	0	0	0	4	4	3185747 	3187604 	
At5g10170	5	annotated_genes	3188765	-	0	0	2975	0	0	0	10	10	3190252 	3187278 	
At5g10180	5	annotated_genes	3195133	+	0	0	3977	0	0	0	10	10	3193145 	3197121 	
At5g10190	5	annotated_genes	3200249	+	0	0	2231	0	0	0	3	3	3199134 	3201364 	
At5g34833	5	annotated_genes	13005538	-	1	0	5568	0	0	0	1	1	13008322 	13002755 	
At5g34834	5	annotated_genes	13011699	+	1	0	2481	0	0	0	1	1	13010459 	13012939 	
At5g04460	5	annotated_genes	1261928	+	0	0	3837	0	0	0	7	7	1260010 	1263846 	
At5g34835	5	annotated_genes	13013951	+	1	0	987	0	0	0	1	1	13013458 	13014444 	
At5g04470	5	annotated_genes	1267054	-	0	0	726	0	0	0	1	1	1267417 	1266692 	
At5g34836	5	annotated_genes	13017059	+	1	0	2721	0	0	0	1	1	13015699 	13018419 	
At5g04480	5	annotated_genes	1274751	-	0	0	6471	0	0	0	14	14	1277986 	1271516 	
At5g10200	5	annotated_genes	3203311	+	0	0	1866	0	0	0	1	1	3202379 	3204244 	
At5g04490	5	annotated_genes	1280715	+	0	0	1910	0	0	0	6	6	1279761 	1281670 	
At5g34837	5	annotated_genes	13023403	+	1	0	960	0	0	0	1	1	13022924 	13023883 	
At5g04500	5	annotated_genes	1284914	+	0	0	2892	0	0	0	4	4	1283469 	1286360 	
At5g10210	5	annotated_genes	3206533	+	0	0	594	0	0	0	1	1	3206237 	3206830 	
At5g04510	5	annotated_genes	1288420	+	0	0	3001	0	0	1	10	9	1286908 	1289908 	
At5g04520	5	annotated_genes	1290538	-	0	0	1052	0	0	0	3	3	1291064 	1290013 	
At5g10220	5	annotated_genes	3207842	-	0	0	1933	0	0	0	4	4	3208808 	3206876 	
At5g04530	5	annotated_genes	1292756	-	0	0	1867	0	0	0	1	1	1293689 	1291823 	
At5g10230	5	annotated_genes	3210482	-	0	0	1884	0	0	0	4	4	3211424 	3209541 	
At5g10240	5	annotated_genes	3214582	-	0	0	3766	0	0	0	14	14	3216465 	3212700 	
At5g10250	5	annotated_genes	3218199	-	0	0	2341	0	0	0	6	6	3219369 	3217029 	
At5g54490	5	annotated_genes	22138893	+	0	0	528	0	0	0	1	1	22138630 	22139157 	
At5g54500	5	annotated_genes	22142770	+	0	0	1920	0	0	0	4	4	22141811 	22143730 	
At5g54510	5	annotated_genes	22149611	-	0	0	2586	0	0	0	3	3	22150904 	22148319 	
At5g54520	5	annotated_genes	22165043	-	0	0	2607	0	0	0	4	4	22166346 	22163740 	
At5g54530	5	annotated_genes	22170801	+	0	0	1701	0	0	0	2	2	22169951 	22171651 	
At5g54540	5	annotated_genes	22174509	+	0	0	1543	0	0	0	4	4	22173738 	22175280 	
At5g54550	5	annotated_genes	22176206	+	0	0	1160	0	0	0	1	1	22175627 	22176786 	
At5g54560	5	annotated_genes	22178901	+	0	0	1083	0	0	0	1	1	22178360 	22179442 	
At5g54570	5	annotated_genes	22186161	-	0	0	2600	0	0	0	12	12	22187461 	22184862 	
At5g54580	5	annotated_genes	22189324	+	0	0	1759	0	0	0	4	4	22188445 	22190203 	
At5g34838	5	annotated_genes	13026085	+	0	0	1275	0	0	0	4	4	13025448 	13026722 	
At5g34839	5	annotated_genes	13035745	+	1	0	581	0	0	0	1	1	13035455 	13036035 	
At5g04540	5	annotated_genes	1299436	-	0	0	5987	0	0	0	19	19	1302429 	1296443 	
At5g04550	5	annotated_genes	1304649	-	0	0	2937	0	0	0	2	1	1306117 	1303181 	
At5g34841	5	annotated_genes	13038713	+	1	0	1323	0	0	0	1	1	13038052 	13039374 	
At5g04560	5	annotated_genes	1313790	+	0	0	9194	0	0	0	18	18	1309194 	1318387 	
At5g34842	5	annotated_genes	13042464	+	1	0	3101	0	0	0	1	1	13040914 	13044014 	
At5g34843	5	annotated_genes	13045502	+	1	0	1905	0	0	0	1	1	13044550 	13046454 	
At5g04590	5	annotated_genes	1320941	+	0	0	3169	0	0	0	8	8	1319357 	1322525 	
At5g10260	5	annotated_genes	3220790	+	0	0	1453	0	0	0	6	6	3220064 	3221516 	
At5g34844	5	annotated_genes	13051220	+	1	0	2544	0	0	0	1	1	13049949 	13052492 	
At5g10270	5	annotated_genes	3223187	-	0	0	3159	0	0	0	12	12	3224766 	3221608 	
At5g34845	5	annotated_genes	13054337	+	1	0	1812	0	0	0	1	1	13053432 	13055243 	
At5g04600	5	annotated_genes	1324627	+	0	0	1974	0	0	0	8	8	1323641 	1325614 	
At5g10280	5	annotated_genes	3233390	+	0	0	1642	0	0	0	3	3	3232570 	3234211 	
At5g10290	5	annotated_genes	3237008	-	0	0	3425	0	0	0	11	10	3238720 	3235296 	
At5g04610	5	annotated_genes	1326259	-	0	0	1341	0	0	0	1	1	1326929 	1325589 	
At5g10300	5	annotated_genes	3240247	+	0	0	1248	0	0	0	3	3	3239624 	3240871 	
At5g10310	5	annotated_genes	3241823	-	0	0	610	0	0	0	2	2	3242128 	3241519 	
At5g10320	5	annotated_genes	3245298	-	0	0	2613	0	0	0	13	13	3246604 	3243992 	
At5g10330	5	annotated_genes	3248970	-	0	0	2219	0	0	0	8	7	3250079 	3247861 	
At5g10340	5	annotated_genes	3254084	+	0	0	1924	0	0	0	2	2	3253123 	3255046 	
At5g10350	5	annotated_genes	3256606	-	0	0	2336	0	0	1	5	5	3257774 	3255439 	
At5g54585	5	annotated_genes	22193301	+	0	0	1074	0	0	0	2	2	22192765 	22193838 	
At5g54590	5	annotated_genes	22198515	+	0	0	3074	0	0	1	7	4	22196979 	22200052 	
At5g54600	5	annotated_genes	22200998	+	0	0	1590	0	0	1	4	4	22200204 	22201793 	
At5g54610	5	annotated_genes	22202869	-	0	0	1729	0	0	0	3	3	22203733 	22202005 	
At5g54620	5	annotated_genes	22205979	-	0	0	1986	0	0	0	3	3	22206972 	22204987 	
At5g54630	5	annotated_genes	22210629	-	0	0	1810	0	0	0	2	2	22211534 	22209725 	
At5g54640	5	annotated_genes	22214208	+	0	0	1011	0	0	0	2	2	22213703 	22214713 	
At5g54650	5	annotated_genes	22217095	-	0	0	4482	0	0	1	6	6	22219336 	22214855 	
At5g54660	5	annotated_genes	22221754	+	0	0	1248	0	0	0	2	2	22221131 	22222378 	
At5g54670	5	annotated_genes	22229029	+	0	0	4663	0	0	0	17	16	22226698 	22231360 	
At5g34846	5	annotated_genes	13060049	-	1	0	2220	0	0	0	1	1	13061159 	13058940 	
At5g34847	5	annotated_genes	13064398	+	1	0	531	0	0	0	1	1	13064133 	13064663 	
At5g34840	5	annotated_genes	13072328	-	1	0	1260	0	0	0	1	1	13072958 	13071699 	
At5g34848	5	annotated_genes	13073639	+	1	0	1023	0	0	0	1	1	13073128 	13074150 	
At5g04620	5	annotated_genes	1328640	+	0	0	2913	0	0	1	10	10	1327116 	1330028 	
At5g34849	5	annotated_genes	13089875	+	1	0	4224	0	0	0	1	1	13087764 	13091987 	
At5g04630	5	annotated_genes	1331343	+	0	0	1530	0	0	0	1	1	1330579 	1332108 	
At5g34851	5	annotated_genes	13106637	+	1	0	5181	0	0	0	1	1	13104047 	13109227 	
At5g34852	5	annotated_genes	13118686	-	1	0	246	0	0	0	1	1	13118809 	13118564 	
At5g04640	5	annotated_genes	1333310	+	0	0	969	0	0	0	1	1	1332826 	1333794 	
At5g10360	5	annotated_genes	3259351	-	0	0	1754	0	0	0	6	6	3260228 	3258475 	
At5g34853	5	annotated_genes	13122614	+	1	0	3413	0	0	0	1	1	13120908 	13124320 	
At5g10370	5	annotated_genes	3264295	+	0	0	6100	0	0	0	4	4	3261246 	3267345 	
At5g34850	5	annotated_genes	13127018	-	0	0	3270	0	0	0	9	8	13128653 	13125384 	
At5g04650	5	annotated_genes	1334680	+	0	0	554	0	0	0	3	3	1334404 	1334957 	
At5g10380	5	annotated_genes	3268266	+	0	0	1096	0	0	0	1	1	3267719 	3268814 	
At5g10390	5	annotated_genes	3269199	-	0	0	704	0	0	0	1	1	3269551 	3268848 	
At5g04660	5	annotated_genes	1336833	+	0	0	1676	0	0	0	1	1	1335996 	1337671 	
At5g10400	5	annotated_genes	3270621	-	0	0	664	0	0	0	1	1	3270953 	3270290 	
At5g04670	5	annotated_genes	1339362	-	0	0	3046	0	0	0	4	4	1340885 	1337840 	
At5g10410	5	annotated_genes	3272656	+	0	0	1481	0	0	0	2	2	3271916 	3273396 	
At5g10420	5	annotated_genes	3275022	-	0	0	2938	0	0	0	10	10	3276491 	3273554 	
At5g10430	5	annotated_genes	3277923	-	0	0	782	0	0	0	1	1	3278314 	3277533 	
At5g10440	5	annotated_genes	3281455	-	0	0	1877	0	0	0	6	6	3282393 	3280517 	
At5g10450	5	annotated_genes	3285086	-	0	0	2465	0	0	0	4	4	3286318 	3283854 	
At5g54680	5	annotated_genes	22235558	+	0	0	2545	0	0	0	5	5	22234286 	22236830 	
At5g54690	5	annotated_genes	22237863	-	0	0	2406	0	0	0	5	5	22239066 	22236661 	
At5g54700	5	annotated_genes	22241528	-	0	0	2414	0	0	0	4	4	22242735 	22240322 	
At5g54710	5	annotated_genes	22246263	-	0	0	2927	0	0	0	4	4	22247726 	22244800 	
At5g54720	5	annotated_genes	22249799	-	0	0	558	0	0	0	1	1	22250078 	22249521 	
At5g54730	5	annotated_genes	22252522	-	0	0	3016	0	0	0	7	7	22254030 	22251015 	
At5g54740	5	annotated_genes	22255998	-	0	0	830	0	0	0	1	1	22256413 	22255584 	
At5g54745	5	annotated_genes	22257970	-	0	0	978	0	0	0	5	5	22258459 	22257482 	
At5g34854	5	annotated_genes	13133607	+	1	0	2614	0	0	0	1	1	13132301 	13134914 	
At5g34855	5	annotated_genes	13138122	-	0	0	1409	0	0	0	2	2	13138826 	13137418 	
At5g34856	5	annotated_genes	13142368	-	1	0	6297	0	0	0	1	1	13145516 	13139220 	
At5g34857	5	annotated_genes	13146253	+	1	0	1167	0	0	0	1	1	13145670 	13146836 	
At5g04680	5	annotated_genes	1347545	-	0	0	2613	0	0	0	5	5	1348851 	1346239 	
At5g34858	5	annotated_genes	13152924	-	1	0	1638	0	0	0	1	1	13153743 	13152106 	
At5g04690	5	annotated_genes	1351085	-	0	0	2883	0	0	0	6	6	1352526 	1349644 	
At5g34859	5	annotated_genes	13154838	+	1	0	339	0	0	0	1	1	13154669 	13155007 	
At5g04700	5	annotated_genes	1355498	-	0	0	2515	0	0	0	7	7	1356755 	1354241 	
At5g34861	5	annotated_genes	13159231	+	1	0	490	0	0	0	1	1	13158987 	13159476 	
At5g34862	5	annotated_genes	13163020	-	1	0	3633	0	0	0	1	1	13164836 	13161204 	
At5g04710	5	annotated_genes	1358619	-	0	0	3258	0	0	0	9	9	1360248 	1356991 	
At5g34863	5	annotated_genes	13167709	+	1	0	4041	0	0	0	1	1	13165689 	13169729 	
At5g34864	5	annotated_genes	13177309	+	1	0	3720	0	0	0	1	1	13175450 	13179169 	
At5g04720	5	annotated_genes	1362299	+	0	0	3173	0	0	0	5	5	1360713 	1363885 	
At5g04730	5	annotated_genes	1364584	-	0	0	966	0	0	0	1	1	1365067 	1364102 	
At5g54750	5	annotated_genes	22259828	+	0	0	2238	0	0	0	6	5	22258710 	22260947 	
At5g54760	5	annotated_genes	22262036	+	0	0	1850	0	0	0	5	4	22261112 	22262961 	
At5g54770	5	annotated_genes	22264689	+	0	0	1738	0	0	0	3	3	22263821 	22265558 	
At5g54780	5	annotated_genes	22267544	-	0	0	3091	0	0	0	11	11	22269089 	22265999 	
At5g54790	5	annotated_genes	22272535	-	0	0	360	0	0	0	1	1	22272715 	22272356 	
At5g54800	5	annotated_genes	22279804	+	0	0	2615	0	0	0	5	5	22278497 	22281111 	
At5g54810	5	annotated_genes	22282922	-	0	0	2178	0	0	0	5	5	22284011 	22281834 	
At5g34865	5	annotated_genes	13181882	+	1	0	1461	0	0	0	1	1	13181152 	13182612 	
At5g34866	5	annotated_genes	13185761	+	1	0	1626	0	0	0	1	1	13184949 	13186574 	
At5g34867	5	annotated_genes	13190884	+	1	0	5064	0	0	0	1	1	13188353 	13193416 	
At5g34868	5	annotated_genes	13196055	-	1	0	2451	0	0	0	1	1	13197280 	13194830 	
At5g04740	5	annotated_genes	1370012	-	0	0	2939	0	0	0	10	10	1371481 	1368543 	
At5g34860	5	annotated_genes	13200961	-	0	0	2080	0	0	0	8	8	13202001 	13199922 	
At5g34870	5	annotated_genes	13203963	+	0	0	2426	0	0	0	6	6	13202751 	13205176 	
At5g04750	5	annotated_genes	1373077	+	0	0	1859	0	0	0	3	3	1372148 	1374006 	
At5g34880	5	annotated_genes	13211534	+	1	0	1810	0	0	0	1	1	13210630 	13212439 	
At5g34881	5	annotated_genes	13215055	+	0	0	348	0	0	0	1	1	13214882 	13215229 	
At5g04760	5	annotated_genes	1374133	-	0	0	1206	0	0	0	2	2	1374736 	1373531 	
At5g34883	5	annotated_genes	13217001	+	0	0	348	0	0	0	1	1	13216828 	13217175 	
At5g34885	5	annotated_genes	13219060	+	0	0	711	0	0	0	1	1	13218705 	13219415 	
At5g04770	5	annotated_genes	1380750	+	0	0	3340	0	0	0	4	4	1379081 	1382420 	
At5g04780	5	annotated_genes	1386148	+	0	0	3168	0	0	0	6	6	1384565 	1387732 	
At5g54820	5	annotated_genes	22288044	+	0	0	1919	0	0	0	3	3	22287085 	22289003 	
At5g54830	5	annotated_genes	22291914	+	0	0	3226	0	0	0	2	1	22290302 	22293527 	
At5g54840	5	annotated_genes	22294691	-	0	0	1905	0	0	1	6	6	22295643 	22293739 	
At5g54850	5	annotated_genes	22298199	-	0	0	781	0	0	0	1	1	22298589 	22297809 	
At5g54855	5	annotated_genes	22300819	+	0	0	1588	0	0	0	2	2	22300026 	22301613 	
At5g27560	5	annotated_genes	9732826	+	0	0	2191	0	0	0	9	9	9731731 	9733921 	
At5g54860	5	annotated_genes	22303143	+	0	0	2578	0	0	0	7	7	22301855 	22304432 	
At5g27570	5	annotated_genes	9735516	-	0	0	1236	0	0	0	1	1	9736134 	9734899 	
At5g54870	5	annotated_genes	22307693	+	0	0	2665	0	0	0	7	7	22306361 	22309025 	
At5g27580	5	annotated_genes	9736989	+	0	0	672	0	0	0	1	1	9736654 	9737325 	
At5g54880	5	annotated_genes	22309819	+	0	0	1415	0	0	0	1	1	22309112 	22310526 	
At5g27590	5	annotated_genes	9739485	-	0	0	1982	0	0	0	2	2	9740476 	9738495 	
At5g54890	5	annotated_genes	22311471	+	0	0	1799	0	0	0	5	5	22310572 	22312370 	
At5g27600	5	annotated_genes	9744813	+	0	0	4390	0	0	0	23	23	9742619 	9747008 	
At5g54900	5	annotated_genes	22314090	+	0	0	2964	0	0	0	7	7	22312609 	22315572 	
At5g27603	5	annotated_genes	9751008	+	1	0	276	0	0	0	1	1	9750871 	9751146 	
At5g27606	5	annotated_genes	9752706	+	0	0	1403	0	0	0	4	4	9752005 	9753407 	
At5g27610	5	annotated_genes	9767282	+	0	0	4855	0	0	0	17	17	9764855 	9769709 	
At5g27620	5	annotated_genes	9773103	+	0	0	3550	0	0	0	13	13	9771329 	9774878 	
At5g04790	5	annotated_genes	1388238	-	0	0	165	0	0	0	1	1	1388320 	1388156 	
At5g04800	5	annotated_genes	1389169	+	0	0	1364	0	0	1	2	1	1388486 	1389849 	
At5g04810	5	annotated_genes	1391984	+	0	0	3894	0	0	0	10	10	1390038 	1393931 	
At5g04820	5	annotated_genes	1400202	+	0	0	1166	0	0	0	1	1	1399620 	1400785 	
At5g04830	5	annotated_genes	1402978	-	0	0	1876	0	0	1	6	6	1403962 	1402087 	
At5g04840	5	annotated_genes	1406620	+	0	0	2630	0	0	0	5	4	1405306 	1407935 	
At5g04850	5	annotated_genes	1408978	-	0	0	1831	0	0	0	7	7	1409893 	1408063 	
At5g54910	5	annotated_genes	22317364	-	0	0	3163	0	0	0	8	8	22318945 	22315783 	
At5g54920	5	annotated_genes	22321124	+	0	0	3794	0	0	0	13	13	22319228 	22323021 	
At5g54930	5	annotated_genes	22323873	-	0	0	1828	0	0	0	3	2	22324787 	22322960 	
At5g54940	5	annotated_genes	22326086	-	0	0	1138	0	0	1	3	1	22326634 	22325497 	
At5g27630	5	annotated_genes	9778778	+	0	0	5505	0	0	0	18	18	9776026 	9781530 	
At5g54950	5	annotated_genes	22327263	-	0	0	411	0	0	0	2	2	22327468 	22327058 	
At5g27640	5	annotated_genes	9782956	-	0	0	4669	0	0	0	12	11	9785290 	9780622 	
At5g54960	5	annotated_genes	22328950	-	0	0	2075	0	0	0	1	1	22329987 	22327913 	
At5g54970	5	annotated_genes	22330713	+	0	0	555	0	0	0	1	1	22330436 	22330990 	
At5g27650	5	annotated_genes	9787322	+	0	0	3826	0	0	0	2	2	9785410 	9789235 	
At5g54980	5	annotated_genes	22333376	+	0	0	903	0	0	0	3	3	22332925 	22333827 	
At5g54990	5	annotated_genes	22335071	+	0	0	681	0	0	0	1	1	22334731 	22335411 	
At5g27660	5	annotated_genes	9791164	-	0	0	2526	0	0	0	11	11	9792427 	9789902 	
At5g55000	5	annotated_genes	22337254	+	0	0	3438	0	0	1	12	11	22335536 	22338973 	
At5g27670	5	annotated_genes	9793018	-	0	0	880	0	0	0	2	2	9793458 	9792579 	
At5g27680	5	annotated_genes	9796220	-	0	0	4855	0	0	0	16	15	9798647 	9793793 	
At5g04860	5	annotated_genes	1413126	-	0	0	3096	0	0	0	4	4	1414674 	1411579 	
At5g04870	5	annotated_genes	1418561	-	0	0	3556	0	0	0	7	7	1420339 	1416784 	
At5g04880	5	annotated_genes	1421655	-	1	0	1856	0	0	0	1	1	1422583 	1420728 	
At5g04885	5	annotated_genes	1424829	+	0	0	4033	0	0	0	12	11	1422813 	1426845 	
At5g04890	5	annotated_genes	1427814	+	0	0	1282	0	0	0	2	2	1427174 	1428455 	
At5g04895	5	annotated_genes	1433177	+	0	0	3187	0	0	0	10	10	1431584 	1434770 	
At5g04900	5	annotated_genes	1436071	+	0	0	2511	0	0	0	13	13	1434816 	1437326 	
At5g04910	5	annotated_genes	1438233	+	0	0	1076	0	0	0	4	4	1437696 	1438771 	
At5g49580	5	annotated_genes	20142544	-	0	0	2991	0	0	0	9	9	20144039 	20141049 	
At5g49590	5	annotated_genes	20146371	+	0	0	819	0	0	0	2	2	20145962 	20146780 	
At5g49600	5	annotated_genes	20148263	+	0	0	516	0	0	0	1	1	20148006 	20148521 	
At5g49610	5	annotated_genes	20149227	-	0	0	1456	0	0	0	1	1	20149955 	20148500 	
At5g55010	5	annotated_genes	22339290	+	0	0	330	0	0	0	1	1	22339126 	22339455 	
At5g49620	5	annotated_genes	20155615	-	0	0	1991	0	0	0	3	3	20156610 	20154620 	
At5g49630	5	annotated_genes	20161704	-	0	0	4017	0	0	0	6	6	20163712 	20159696 	
At5g55020	5	annotated_genes	22342649	-	0	0	1650	0	0	0	2	2	22343474 	22341825 	
At5g49640	5	annotated_genes	20168728	+	0	0	680	0	0	0	1	1	20168389 	20169068 	
At5g55030	5	annotated_genes	22345769	-	0	0	2652	0	0	1	3	3	22347072 	22344421 	
At5g27690	5	annotated_genes	9804465	+	0	0	1397	0	0	0	3	3	9803767 	9805163 	
At5g49650	5	annotated_genes	20171500	+	0	0	2988	0	0	1	11	10	20170007 	20172994 	
At5g27700	5	annotated_genes	9807901	-	0	0	1158	0	0	0	4	3	9808480 	9807323 	
At5g55040	5	annotated_genes	22347566	-	0	0	841	0	0	0	4	4	22347986 	22347146 	
At5g27705	5	annotated_genes	9812039	+	1	0	534	0	0	0	1	1	9811773 	9812306 	
At5g27710	5	annotated_genes	9814198	+	0	0	2252	0	0	0	8	8	9813073 	9815324 	
At5g55050	5	annotated_genes	22356126	+	0	0	2400	0	0	0	5	5	22354927 	22357326 	
At5g27720	5	annotated_genes	9816577	+	0	0	1998	0	0	0	8	7	9815579 	9817576 	
At5g55060	5	annotated_genes	22361877	+	0	0	3499	0	0	0	12	12	22360128 	22363626 	
At5g27730	5	annotated_genes	9821671	+	0	0	2838	0	0	0	13	13	9820253 	9823090 	
At5g27740	5	annotated_genes	9825406	+	0	0	3325	0	0	0	11	11	9823744 	9827068 	
At5g27750	5	annotated_genes	9829203	+	0	0	1925	0	0	0	4	3	9828241 	9830165 	
At5g27760	5	annotated_genes	9831077	+	0	0	1420	0	0	0	3	3	9830368 	9831787 	
At5g04920	5	annotated_genes	1440497	-	0	0	2975	0	0	0	9	8	1441984 	1439010 	
At5g04930	5	annotated_genes	1447344	+	0	0	4948	0	0	0	7	7	1444871 	1449818 	
At5g04940	5	annotated_genes	1455579	-	0	0	2824	0	0	1	1	1	1456991 	1454168 	
At5g04950	5	annotated_genes	1458268	-	0	0	1246	0	0	0	1	1	1458891 	1457646 	
At5g04960	5	annotated_genes	1462940	+	0	0	2060	0	0	0	2	2	1461911 	1463970 	
At5g04970	5	annotated_genes	1465594	-	0	0	2897	0	0	0	4	4	1467042 	1464146 	
At5g04980	5	annotated_genes	1469582	-	0	0	2014	0	0	0	7	7	1470589 	1468576 	
At5g04990	5	annotated_genes	1472731	-	0	0	2468	0	0	0	2	2	1473965 	1471498 	
At5g05000	5	annotated_genes	1475069	-	0	0	2260	0	0	2	8	7	1476378 	1474119 	
At5g49660	5	annotated_genes	20180193	-	0	0	3524	0	0	0	2	2	20181955 	20178432 	
At5g49665	5	annotated_genes	20185464	-	0	0	2473	0	0	0	2	2	20186700 	20184228 	
At5g49670	5	annotated_genes	20196254	+	0	0	5287	0	0	0	9	9	20193611 	20198897 	
At5g49680	5	annotated_genes	20202395	+	0	0	6276	0	0	0	14	14	20199258 	20205533 	
At5g55070	5	annotated_genes	22366266	+	0	0	3554	0	0	0	15	14	22364490 	22368043 	
At5g49690	5	annotated_genes	20207748	-	0	0	1736	0	0	0	1	1	20208616 	20206881 	
At5g49700	5	annotated_genes	20210240	+	0	0	831	0	0	0	1	1	20209825 	20210655 	
At5g55080	5	annotated_genes	22369543	-	0	0	1483	0	0	0	6	6	22370284 	22368802 	
At5g49710	5	annotated_genes	20213616	+	0	0	1927	0	0	2	6	6	20212653 	20214579 	
At5g27770	5	annotated_genes	9836611	+	0	0	1443	0	0	0	3	2	9835890 	9837332 	
At5g55090	5	annotated_genes	22374751	-	0	0	1347	0	0	0	1	1	22375424 	22374078 	
At5g49720	5	annotated_genes	20216065	-	0	0	2898	0	0	0	6	6	20217514 	20214617 	
At5g27780	5	annotated_genes	9839103	-	0	0	429	0	0	0	1	1	9839317 	9838889 	
At5g55100	5	annotated_genes	22380156	-	0	0	3658	0	0	1	5	5	22381985 	22378328 	
At5g49730	5	annotated_genes	20220033	-	0	0	3413	0	0	0	9	9	20221739 	20218327 	
At5g27790	5	annotated_genes	9841468	-	0	0	1079	0	0	0	2	2	9842007 	9840929 	
At5g55110	5	annotated_genes	22385341	+	0	0	492	0	0	0	1	1	22385096 	22385587 	
At5g27800	5	annotated_genes	9843112	+	0	0	1393	0	0	0	6	6	9842416 	9843808 	
At5g55120	5	annotated_genes	22387707	+	0	0	2773	0	0	0	7	7	22386321 	22389093 	
At5g27810	5	annotated_genes	9856010	+	0	0	360	0	0	0	1	1	9855831 	9856190 	
